issue,draw_date,sales_amount,one,two,three
2014063,2014-03-12,"17,936,844",4,7,8
2014062,2014-03-11,"17,591,040",3,8,2
2014061,2014-03-10,"17,598,962",2,2,5
2014060,2014-03-09,"16,329,284",9,3,2
2014059,2014-03-08,"16,015,052",4,2,9
2014058,2014-03-07,"17,902,688",3,2,2
2014057,2014-03-06,"17,315,944",5,0,1
2014056,2014-03-05,"17,803,534",6,7,8
2014055,2014-03-04,"17,205,334",8,0,7
2014054,2014-03-03,"17,009,474",7,2,5
2014053,2014-03-02,"15,885,622",8,1,2
2014052,2014-03-01,"16,292,102",0,3,2
2014051,2014-02-28,"17,023,720",5,3,6
2014050,2014-02-27,"16,710,506",4,2,4
2014049,2014-02-26,"17,094,156",9,0,8
2014048,2014-02-25,"16,691,850",8,6,1
2014047,2014-02-24,"17,330,772",8,9,8
2014046,2014-02-23,"16,650,612",5,8,4
2014045,2014-02-22,"16,501,254",7,4,7
2014044,2014-02-21,"16,890,128",3,5,4
2014043,2014-02-20,"16,702,948",5,0,1
2014042,2014-02-19,"16,830,082",3,6,3
2014041,2014-02-18,"15,854,392",7,2,5
2014040,2014-02-17,"16,099,296",9,0,1
2014039,2014-02-16,"16,176,774",9,2,2
2014038,2014-02-15,"15,977,498",2,9,1
2014037,2014-02-14,"16,456,778",1,8,5
2014036,2014-02-13,"16,211,458",1,0,4
2014035,2014-02-12,"15,877,116",4,6,7
2014034,2014-02-11,"14,865,920",5,1,8
2014033,2014-02-10,"14,279,488",9,4,9
2014032,2014-02-09,"13,418,102",2,6,6
2014031,2014-02-08,"13,560,006",8,9,1
2014030,2014-02-07,"13,977,440",4,0,5
2014029,2014-01-29,"14,800,502",6,0,5
2014028,2014-01-28,"15,705,126",4,4,0
2014027,2014-01-27,"16,328,224",7,2,7
2014026,2014-01-26,"16,393,418",1,0,7
2014025,2014-01-25,"17,052,550",2,0,7
2014024,2014-01-24,"18,810,794",2,2,4
2014023,2014-01-23,"17,969,528",6,4,9
2014022,2014-01-22,"17,354,896",6,0,3
2014021,2014-01-21,"17,240,586",3,5,4
2014020,2014-01-20,"17,289,822",1,8,2
2014019,2014-01-19,"16,081,632",4,3,0
2014018,2014-01-18,"17,086,522",0,2,1
2014017,2014-01-17,"18,435,394",0,7,1
2014016,2014-01-16,"17,558,724",9,8,2
2014015,2014-01-15,"17,874,118",1,7,5
2014014,2014-01-14,"17,168,688",5,3,5
2014013,2014-01-13,"18,089,098",6,0,0
2014012,2014-01-12,"17,574,910",9,0,2
2014011,2014-01-11,"17,353,442",5,3,7
2014010,2014-01-10,"18,378,102",4,1,6
2014009,2014-01-09,"17,483,012",6,1,8
2014008,2014-01-08,"17,522,218",1,3,4
2014007,2014-01-07,"17,821,562",4,2,4
2014006,2014-01-06,"17,278,378",3,4,4
2014005,2014-01-05,"18,073,892",1,2,1
2014004,2014-01-04,"18,206,254",9,2,9
2014003,2014-01-03,"19,133,518",6,1,2
2014002,2014-01-02,"17,978,914",3,7,5
2014001,2014-01-01,"16,870,248",9,6,3
2015358,2015-12-31,"15,984,590",0,0,9
2015357,2015-12-30,"16,225,986",4,3,2
2015356,2015-12-29,"15,654,730",3,9,7
2015355,2015-12-28,"15,416,320",8,7,1
2015354,2015-12-27,"15,081,590",3,9,1
2015353,2015-12-26,"14,704,066",3,4,9
2015352,2015-12-25,"15,558,074",9,1,8
2015351,2015-12-24,"14,970,252",9,7,4
2015350,2015-12-23,"15,274,334",8,1,3
2015349,2015-12-22,"14,510,978",7,5,0
2015348,2015-12-21,"15,208,838",8,7,8
2015347,2015-12-20,"14,304,802",1,4,5
2015346,2015-12-19,"13,764,048",7,0,1
2015345,2015-12-18,"15,184,226",2,9,3
2015344,2015-12-17,"14,412,372",2,5,3
2015343,2015-12-16,"14,564,216",5,8,0
2015342,2015-12-15,"14,293,020",5,9,6
2015341,2015-12-14,"14,193,228",6,6,4
2015340,2015-12-13,"13,492,552",8,2,8
2015339,2015-12-12,"14,258,656",9,9,7
2015338,2015-12-11,"15,563,356",9,0,9
2015337,2015-12-10,"15,208,356",9,1,3
2015336,2015-12-09,"14,671,820",6,5,8
2015335,2015-12-08,"14,620,578",5,6,2
2015334,2015-12-07,"14,522,194",0,5,2
2015333,2015-12-06,"15,232,970",3,8,8
2015332,2015-12-05,"14,771,294",6,9,0
2015331,2015-12-04,"15,736,126",7,8,0
2015330,2015-12-03,"15,117,392",0,5,6
2015329,2015-12-02,"15,700,360",6,7,5
2015328,2015-12-01,"15,462,370",4,9,7
2015327,2015-11-30,"14,691,140",4,2,9
2015326,2015-11-29,"14,375,210",8,7,5
2015325,2015-11-28,"14,172,812",9,2,9
2015324,2015-11-27,"15,141,504",7,9,3
2015323,2015-11-26,"14,448,628",1,6,9
2015322,2015-11-25,"14,064,564",6,4,4
2015321,2015-11-24,"13,797,170",8,3,6
2015320,2015-11-23,"14,460,044",8,8,4
2015319,2015-11-22,"14,472,946",6,1,9
2015318,2015-11-21,"13,461,602",3,4,9
2015317,2015-11-20,"14,454,480",8,1,2
2015316,2015-11-19,"14,293,958",0,2,1
2015315,2015-11-18,"15,300,434",7,5,0
2015314,2015-11-17,"13,904,128",0,6,5
2015313,2015-11-16,"15,532,818",5,5,5
2015312,2015-11-15,"14,460,122",4,3,5
2015311,2015-11-14,"14,732,176",2,3,3
2015310,2015-11-13,"15,238,798",2,5,7
2015309,2015-11-12,"15,016,232",0,0,3
2015308,2015-11-11,"15,102,824",3,7,9
2015307,2015-11-10,"15,230,462",0,6,9
2015306,2015-11-09,"15,228,742",2,1,7
2015305,2015-11-08,"14,090,416",5,4,9
2015304,2015-11-07,"14,350,598",2,7,1
2015303,2015-11-06,"14,999,286",4,4,1
2015302,2015-11-05,"14,834,128",6,4,2
2015301,2015-11-04,"15,402,486",4,4,9
2015300,2015-11-03,"15,054,684",8,4,5
2015299,2015-11-02,"14,976,110",6,2,7
2015298,2015-11-01,"14,343,294",5,9,4
2015297,2015-10-31,"14,495,132",4,4,0
2015296,2015-10-30,"15,545,886",9,0,5
2015295,2015-10-29,"15,080,484",3,0,5
2015294,2015-10-28,"14,930,558",0,4,1
2015293,2015-10-27,"14,774,212",4,3,2
2015292,2015-10-26,"14,224,774",2,9,6
2015291,2015-10-25,"15,272,552",1,2,0
2015290,2015-10-24,"15,214,118",0,6,4
2015289,2015-10-23,"16,166,890",5,2,9
2015288,2015-10-22,"14,935,724",8,4,2
2015287,2015-10-21,"15,471,114",0,5,0
2015286,2015-10-20,"15,040,324",0,7,4
2015285,2015-10-19,"14,917,692",4,2,1
2015284,2015-10-18,"14,436,650",6,3,2
2015283,2015-10-17,"13,996,572",2,3,4
2015282,2015-10-16,"14,979,078",4,9,2
2015281,2015-10-15,"14,997,138",0,9,0
2015280,2015-10-14,"14,889,250",9,8,8
2015279,2015-10-13,"14,182,738",2,1,7
2015278,2015-10-12,"16,379,314",0,1,1
2015277,2015-10-11,"15,124,766",4,8,3
2015276,2015-10-10,"15,170,210",8,9,1
2015275,2015-10-09,"15,522,986",9,3,4
2015274,2015-10-08,"14,726,814",3,0,6
2015273,2015-10-07,"13,963,064",2,5,4
2015272,2015-10-06,"13,193,870",4,1,9
2015271,2015-10-05,"13,424,518",9,7,9
2015270,2015-10-04,"13,271,264",1,1,5
2015269,2015-10-03,"12,666,976",2,5,8
2015268,2015-10-02,"13,409,650",8,0,8
2015267,2015-10-01,"12,789,318",6,5,2
2015266,2015-09-30,"14,141,490",0,8,4
2015265,2015-09-29,"14,163,010",9,2,5
2015264,2015-09-28,"13,585,996",1,7,3
2015263,2015-09-27,"12,716,038",2,1,6
2015262,2015-09-26,"13,397,542",2,5,2
2015261,2015-09-25,"14,218,172",8,3,3
2015260,2015-09-24,"14,408,970",2,5,8
2015259,2015-09-23,"14,430,106",9,5,2
2015258,2015-09-22,"13,444,122",3,7,4
2015257,2015-09-21,"13,892,128",0,2,3
2015256,2015-09-20,"12,983,790",1,5,6
2015255,2015-09-19,"12,703,428",4,3,0
2015254,2015-09-18,"13,957,098",3,4,3
2015253,2015-09-17,"13,749,224",2,9,2
2015252,2015-09-16,"13,446,002",4,5,1
2015251,2015-09-15,"13,686,682",4,9,4
2015250,2015-09-14,"13,807,096",7,1,3
2015249,2015-09-13,"13,057,814",4,6,1
2015248,2015-09-12,"12,653,122",2,5,1
2015247,2015-09-11,"13,607,944",0,6,5
2015246,2015-09-10,"13,295,460",7,7,8
2015245,2015-09-09,"13,287,956",9,8,7
2015244,2015-09-08,"12,758,472",3,5,0
2015243,2015-09-07,"13,895,456",0,0,8
2015242,2015-09-06,"14,311,828",6,7,8
2015241,2015-09-05,"13,793,502",6,5,1
2015240,2015-09-04,"13,649,426",6,8,9
2015239,2015-09-03,"12,943,806",9,3,1
2015238,2015-09-02,"13,995,494",1,2,7
2015237,2015-09-01,"13,757,706",3,0,4
2015236,2015-08-31,"13,504,468",9,1,0
2015235,2015-08-30,"13,187,766",4,6,5
2015234,2015-08-29,"13,220,326",4,3,6
2015233,2015-08-28,"13,739,962",9,8,3
2015232,2015-08-27,"13,042,666",5,3,2
2015231,2015-08-26,"13,131,328",5,0,9
2015230,2015-08-25,"12,524,284",7,2,7
2015229,2015-08-24,"12,720,520",9,9,1
2015228,2015-08-23,"12,097,432",3,1,2
2015227,2015-08-22,"12,489,458",4,4,2
2015226,2015-08-21,"14,070,240",4,4,0
2015225,2015-08-20,"13,748,428",8,5,9
2015224,2015-08-19,"13,946,398",6,4,1
2015223,2015-08-18,"13,701,964",3,8,7
2015222,2015-08-17,"13,299,366",4,3,8
2015221,2015-08-16,"12,592,312",7,8,1
2015220,2015-08-15,"12,009,674",3,2,8
2015219,2015-08-14,"12,925,564",1,9,2
2015218,2015-08-13,"12,687,450",2,3,2
2015217,2015-08-12,"12,686,586",2,4,2
2015216,2015-08-11,"12,673,840",2,5,4
2015215,2015-08-10,"12,484,736",1,5,4
2015214,2015-08-09,"12,445,280",1,9,0
2015213,2015-08-08,"12,893,860",0,5,5
2015212,2015-08-07,"13,324,218",6,1,4
2015211,2015-08-06,"12,635,060",9,5,1
2015210,2015-08-05,"13,576,698",7,2,8
2015209,2015-08-04,"12,931,440",7,2,7
2015208,2015-08-03,"13,096,038",3,5,3
2015207,2015-08-02,"12,392,122",3,3,8
2015206,2015-08-01,"12,749,828",8,8,1
2015205,2015-07-31,"14,826,644",2,1,2
2015204,2015-07-30,"13,979,842",0,6,8
2015203,2015-07-29,"13,620,528",6,4,7
2015202,2015-07-28,"13,766,212",3,9,5
2015201,2015-07-27,"13,314,544",0,6,3
2015200,2015-07-26,"12,107,124",9,3,4
2015199,2015-07-25,"12,659,568",8,6,7
2015198,2015-07-24,"13,683,986",3,1,3
2015197,2015-07-23,"13,456,390",4,0,2
2015196,2015-07-22,"13,226,882",8,6,2
2015195,2015-07-21,"12,682,388",9,4,6
2015194,2015-07-20,"12,951,050",2,7,7
2015193,2015-07-19,"11,566,406",7,0,2
2015192,2015-07-18,"12,870,286",6,6,6
2015191,2015-07-17,"13,770,950",5,1,4
2015190,2015-07-16,"14,126,718",6,8,8
2015189,2015-07-15,"13,785,356",7,6,2
2015188,2015-07-14,"13,340,506",3,1,9
2015187,2015-07-13,"13,014,644",0,5,8
2015186,2015-07-12,"12,740,560",7,8,5
2015185,2015-07-11,"12,913,940",7,9,8
2015184,2015-07-10,"13,646,682",2,9,1
2015183,2015-07-09,"13,224,544",6,5,3
2015182,2015-07-08,"12,804,558",7,8,4
2015181,2015-07-07,"12,788,670",8,6,8
2015180,2015-07-06,"13,540,732",0,2,0
2015179,2015-07-05,"13,486,372",5,3,5
2015178,2015-07-04,"13,229,130",7,2,0
2015177,2015-07-03,"14,428,390",0,7,0
2015176,2015-07-02,"13,378,486",7,6,2
2015175,2015-07-01,"13,625,168",6,1,6
2015174,2015-06-30,"13,444,258",9,3,4
2015173,2015-06-29,"13,174,348",5,3,7
2015172,2015-06-28,"12,456,464",4,0,6
2015171,2015-06-27,"12,339,218",4,1,0
2015170,2015-06-26,"14,040,776",9,0,0
2015169,2015-06-25,"13,705,104",1,6,0
2015168,2015-06-24,"13,720,528",7,4,4
2015167,2015-06-23,"13,127,050",3,5,6
2015166,2015-06-22,"12,995,704",5,3,3
2015165,2015-06-21,"12,458,258",3,8,9
2015164,2015-06-20,"12,244,338",3,9,2
2015163,2015-06-19,"13,972,376",6,4,6
2015162,2015-06-18,"13,554,036",0,7,6
2015161,2015-06-17,"13,629,528",6,6,2
2015160,2015-06-16,"13,073,852",1,7,3
2015159,2015-06-15,"13,934,906",7,2,2
2015158,2015-06-14,"13,507,420",7,6,3
2015157,2015-06-13,"13,162,178",0,8,4
2015156,2015-06-12,"14,585,590",9,7,3
2015155,2015-06-11,"13,683,320",4,0,5
2015154,2015-06-10,"13,667,004",2,2,4
2015153,2015-06-09,"14,951,896",0,8,8
2015152,2015-06-08,"14,135,742",6,8,1
2015151,2015-06-07,"13,947,942",4,5,5
2015150,2015-06-06,"13,920,998",7,7,5
2015149,2015-06-05,"14,543,286",0,8,4
2015148,2015-06-04,"14,995,638",1,6,1
2015147,2015-06-03,"14,948,132",0,7,5
2015146,2015-06-02,"14,411,710",3,1,8
2015145,2015-06-01,"14,210,736",6,2,7
2015144,2015-05-31,"13,743,424",0,5,4
2015143,2015-05-30,"13,632,444",2,4,0
2015142,2015-05-29,"14,989,376",2,9,6
2015141,2015-05-28,"14,886,360",9,2,9
2015140,2015-05-27,"14,452,178",6,7,7
2015139,2015-05-26,"14,549,068",8,1,1
2015138,2015-05-25,"13,977,092",4,7,3
2015137,2015-05-24,"13,395,602",2,2,9
2015136,2015-05-23,"13,383,876",8,8,4
2015135,2015-05-22,"14,340,982",0,2,7
2015134,2015-05-21,"14,989,194",1,5,6
2015133,2015-05-20,"14,350,548",9,5,6
2015132,2015-05-19,"14,285,990",3,9,3
2015131,2015-05-18,"14,164,060",7,7,4
2015130,2015-05-17,"13,037,066",5,1,2
2015129,2015-05-16,"13,815,232",2,3,2
2015128,2015-05-15,"14,606,984",8,9,2
2015127,2015-05-14,"13,941,900",0,8,1
2015126,2015-05-13,"13,861,786",2,1,1
2015125,2015-05-12,"15,033,012",5,4,4
2015124,2015-05-11,"14,793,852",5,1,3
2015123,2015-05-10,"14,310,926",5,9,0
2015122,2015-05-09,"14,687,256",6,7,5
2015121,2015-05-08,"15,457,174",6,4,0
2015120,2015-05-07,"15,153,406",8,7,4
2015119,2015-05-06,"14,949,686",6,1,4
2015118,2015-05-05,"15,890,646",2,7,3
2015117,2015-05-04,"16,170,990",7,6,0
2015116,2015-05-03,"14,968,258",7,6,8
2015115,2015-05-02,"13,330,738",6,2,3
2015114,2015-05-01,"13,709,050",3,1,0
2015113,2015-04-30,"17,716,544",7,7,7
2015112,2015-04-29,"17,192,250",9,7,1
2015111,2015-04-28,"16,565,014",9,7,2
2015110,2015-04-27,"16,620,708",8,2,4
2015109,2015-04-26,"15,672,938",6,4,9
2015108,2015-04-25,"15,292,706",8,6,5
2015107,2015-04-24,"15,816,666",7,1,0
2015106,2015-04-23,"15,742,156",6,8,8
2015105,2015-04-22,"16,219,152",7,0,0
2015104,2015-04-21,"15,595,434",9,8,6
2015103,2015-04-20,"16,390,634",4,9,9
2015102,2015-04-19,"15,310,904",3,9,5
2015101,2015-04-18,"15,714,536",6,3,3
2015100,2015-04-17,"16,026,336",5,3,6
2015099,2015-04-16,"16,120,910",7,7,1
2015098,2015-04-15,"15,253,828",4,1,3
2015097,2015-04-14,"16,371,792",6,8,8
2015096,2015-04-13,"15,888,018",2,1,8
2015095,2015-04-12,"14,952,338",2,3,7
2015094,2015-04-11,"14,605,328",5,4,6
2015093,2015-04-10,"16,017,178",6,0,2
2015092,2015-04-09,"15,421,580",7,0,3
2015091,2015-04-08,"15,361,120",7,9,5
2015090,2015-04-07,"14,819,070",6,8,4
2015089,2015-04-06,"14,349,950",6,5,4
2015088,2015-04-05,"13,925,464",1,0,8
2015087,2015-04-04,"13,972,158",0,1,3
2015086,2015-04-03,"15,889,002",9,3,0
2015085,2015-04-02,"16,710,466",4,1,6
2015084,2015-04-01,"17,194,376",9,4,1
2015083,2015-03-31,"15,130,888",0,1,3
2015082,2015-03-30,"15,501,448",2,5,5
2015081,2015-03-29,"14,458,614",6,0,3
2015080,2015-03-28,"15,944,244",3,2,0
2015079,2015-03-27,"15,311,250",5,2,8
2015078,2015-03-26,"15,281,464",1,1,4
2015077,2015-03-25,"15,211,668",9,6,5
2015076,2015-03-24,"15,572,184",9,3,7
2015075,2015-03-23,"15,613,782",4,2,3
2015074,2015-03-22,"14,973,796",4,4,1
2015073,2015-03-21,"17,466,834",9,4,2
2015072,2015-03-20,"18,101,694",7,9,3
2015071,2015-03-19,"17,577,144",7,5,9
2015070,2015-03-18,"15,427,386",4,1,8
2015069,2015-03-17,"15,933,502",9,8,6
2015068,2015-03-16,"15,514,682",5,5,9
2015067,2015-03-15,"14,931,408",7,1,8
2015066,2015-03-14,"14,083,890",2,0,8
2015065,2015-03-13,"15,638,464",6,9,6
2015064,2015-03-12,"14,795,804",5,2,7
2015063,2015-03-11,"14,699,874",1,3,8
2015062,2015-03-10,"15,212,150",0,6,8
2015061,2015-03-09,"13,771,454",9,1,8
2015060,2015-03-08,"13,899,398",4,4,7
2015059,2015-03-07,"13,423,490",0,2,4
2015058,2015-03-06,"14,479,668",8,8,9
2015057,2015-03-05,"13,519,594",7,7,9
2015056,2015-03-04,"13,230,090",8,1,3
2015055,2015-03-03,"13,561,038",9,6,9
2015054,2015-03-02,"13,778,548",0,6,3
2015053,2015-03-01,"13,419,874",7,4,7
2015052,2015-02-28,"13,989,914",5,9,8
2015051,2015-02-27,"13,895,588",9,5,1
2015050,2015-02-26,"13,165,026",0,3,9
2015049,2015-02-25,"12,156,348",2,5,1
2015048,2015-02-17,"13,349,072",0,8,5
2015047,2015-02-16,"15,568,972",8,0,0
2015046,2015-02-15,"15,574,026",3,0,5
2015045,2015-02-14,"15,718,834",5,7,7
2015044,2015-02-13,"17,295,278",7,2,5
2015043,2015-02-12,"15,597,716",7,5,1
2015042,2015-02-11,"16,474,218",2,3,2
2015041,2015-02-10,"15,896,982",5,3,8
2015040,2015-02-09,"16,243,832",4,6,6
2015039,2015-02-08,"15,045,586",5,4,8
2015038,2015-02-07,"15,218,772",9,2,2
2015037,2015-02-06,"17,340,708",1,5,1
2015036,2015-02-05,"17,014,868",8,7,1
2015035,2015-02-04,"16,341,688",6,7,4
2015034,2015-02-03,"16,621,414",0,4,9
2015033,2015-02-02,"16,771,572",9,8,6
2015032,2015-02-01,"16,064,880",4,1,3
2015031,2015-01-31,"15,517,304",5,2,4
2015030,2015-01-30,"16,678,220",8,2,0
2015029,2015-01-29,"16,208,402",9,2,7
2015028,2015-01-28,"15,933,598",3,5,7
2015027,2015-01-27,"15,578,658",2,8,1
2015026,2015-01-26,"16,060,798",8,3,3
2015025,2015-01-25,"15,242,136",3,8,1
2015024,2015-01-24,"16,058,272",6,0,6
2015023,2015-01-23,"16,642,008",4,9,6
2015022,2015-01-22,"15,720,278",7,5,8
2015021,2015-01-21,"16,089,980",3,3,9
2015020,2015-01-20,"16,725,460",2,1,6
2015019,2015-01-19,"15,841,792",9,1,4
2015018,2015-01-18,"15,318,378",8,3,1
2015017,2015-01-17,"17,193,552",8,8,0
2015016,2015-01-16,"17,737,796",2,9,0
2015015,2015-01-15,"17,366,460",8,4,5
2015014,2015-01-14,"17,497,426",4,0,3
2015013,2015-01-13,"17,971,846",4,1,2
2015012,2015-01-12,"17,842,960",8,6,4
2015011,2015-01-11,"17,172,738",3,1,8
2015010,2015-01-10,"16,582,220",8,6,2
2015009,2015-01-09,"17,454,596",5,7,4
2015008,2015-01-08,"16,862,714",6,1,3
2015007,2015-01-07,"16,956,628",0,3,9
2015006,2015-01-06,"16,460,050",9,4,7
2015005,2015-01-05,"16,185,960",6,9,3
2015004,2015-01-04,"16,314,932",1,4,2
2015003,2015-01-03,"15,035,672",5,2,4
2015002,2015-01-02,"15,136,816",7,4,9
2015001,2015-01-01,"14,254,282",3,9,7
2016359,2016-12-31,"14,076,668",8,9,6
2016358,2016-12-30,"13,902,942",1,4,3
2016357,2016-12-29,"14,911,338",2,2,2
2016356,2016-12-28,"14,889,090",1,8,0
2016355,2016-12-27,"14,509,322",7,1,9
2016354,2016-12-26,"14,298,490",5,3,3
2016353,2016-12-25,"14,106,528",4,5,3
2016352,2016-12-24,"14,864,682",4,2,4
2016351,2016-12-23,"15,174,778",4,7,5
2016350,2016-12-22,"14,563,054",5,1,9
2016349,2016-12-21,"14,437,918",1,5,4
2016348,2016-12-20,"14,184,064",7,5,7
2016347,2016-12-19,"13,678,906",5,8,9
2016346,2016-12-18,"14,262,534",1,0,0
2016345,2016-12-17,"13,824,482",5,6,2
2016344,2016-12-16,"14,880,368",1,0,3
2016343,2016-12-15,"13,920,398",8,0,7
2016342,2016-12-14,"14,487,100",6,3,3
2016341,2016-12-13,"14,835,428",0,3,9
2016340,2016-12-12,"15,722,364",6,4,8
2016339,2016-12-11,"14,545,672",5,4,8
2016338,2016-12-10,"14,160,826",4,0,1
2016337,2016-12-09,"15,155,572",5,2,8
2016336,2016-12-08,"14,925,516",1,5,0
2016335,2016-12-07,"14,646,278",5,3,8
2016334,2016-12-06,"14,488,794",3,5,5
2016333,2016-12-05,"14,386,414",9,7,5
2016332,2016-12-04,"14,089,202",4,4,5
2016331,2016-12-03,"13,932,104",6,7,3
2016330,2016-12-02,"14,825,188",5,6,4
2016329,2016-12-01,"15,623,650",9,5,1
2016328,2016-11-30,"15,333,530",8,6,5
2016327,2016-11-29,"15,340,720",6,5,6
2016326,2016-11-28,"15,575,054",3,6,3
2016325,2016-11-27,"15,657,528",6,6,8
2016324,2016-11-26,"15,141,204",1,7,3
2016323,2016-11-25,"15,601,158",8,4,0
2016322,2016-11-24,"14,723,106",2,7,1
2016321,2016-11-23,"15,143,822",6,0,6
2016320,2016-11-22,"14,992,410",3,4,9
2016319,2016-11-21,"15,283,814",4,1,9
2016318,2016-11-20,"14,213,084",1,4,2
2016317,2016-11-19,"14,958,600",8,8,6
2016316,2016-11-18,"16,183,974",2,1,4
2016315,2016-11-17,"14,923,006",4,9,7
2016314,2016-11-16,"14,761,484",2,3,5
2016313,2016-11-15,"14,938,530",3,1,4
2016312,2016-11-14,"15,269,298",6,6,4
2016311,2016-11-13,"14,302,294",8,4,1
2016310,2016-11-12,"14,014,086",7,9,4
2016309,2016-11-11,"15,444,444",2,2,5
2016308,2016-11-10,"14,810,330",1,2,6
2016307,2016-11-09,"14,431,342",5,8,6
2016306,2016-11-08,"14,427,890",7,4,0
2016305,2016-11-07,"14,473,178",3,6,8
2016304,2016-11-06,"13,946,090",4,7,0
2016303,2016-11-05,"13,136,240",7,5,1
2016302,2016-11-04,"12,984,964",5,1,8
2016301,2016-11-03,"13,976,230",8,8,8
2016300,2016-11-02,"14,078,508",1,8,9
2016299,2016-11-01,"13,811,198",5,1,7
2016298,2016-10-31,"14,947,236",7,3,3
2016297,2016-10-30,"14,833,310",8,5,3
2016296,2016-10-29,"14,545,132",4,7,9
2016295,2016-10-28,"15,543,516",3,9,2
2016294,2016-10-27,"14,679,102",6,1,2
2016293,2016-10-26,"15,002,848",8,0,4
2016292,2016-10-25,"14,851,866",2,4,0
2016291,2016-10-24,"14,249,304",1,9,6
2016290,2016-10-23,"13,806,530",6,3,1
2016289,2016-10-22,"13,529,006",7,3,6
2016288,2016-10-21,"14,127,086",4,3,0
2016287,2016-10-20,"14,044,616",8,9,0
2016286,2016-10-19,"14,033,708",6,2,3
2016285,2016-10-18,"13,379,208",7,2,8
2016284,2016-10-17,"13,284,280",4,6,7
2016283,2016-10-16,"13,232,944",0,0,4
2016282,2016-10-15,"13,278,076",8,2,8
2016281,2016-10-14,"14,176,936",1,3,6
2016280,2016-10-13,"13,715,602",8,0,2
2016279,2016-10-12,"13,169,930",5,0,6
2016278,2016-10-11,"14,163,994",2,3,2
2016277,2016-10-10,"13,716,812",5,8,4
2016276,2016-10-09,"13,455,512",9,6,4
2016275,2016-10-08,"13,641,304",8,2,0
2016274,2016-10-07,"13,426,986",9,0,5
2016273,2016-10-06,"12,551,854",5,8,3
2016272,2016-10-05,"12,034,672",1,9,6
2016271,2016-10-04,"11,746,556",8,7,5
2016270,2016-10-03,"11,286,760",0,4,2
2016269,2016-10-02,"11,621,116",2,2,1
2016268,2016-10-01,"11,800,626",0,7,6
2016267,2016-09-30,"13,617,506",1,4,1
2016266,2016-09-29,"13,945,440",6,4,0
2016265,2016-09-28,"13,149,154",6,9,5
2016264,2016-09-27,"12,485,526",6,7,1
2016263,2016-09-26,"13,390,322",1,1,0
2016262,2016-09-25,"12,628,816",3,5,8
2016261,2016-09-24,"13,429,864",9,9,4
2016260,2016-09-23,"14,374,480",0,3,8
2016259,2016-09-22,"13,794,848",3,9,6
2016258,2016-09-21,"13,716,028",9,6,1
2016257,2016-09-20,"13,259,786",3,8,9
2016256,2016-09-19,"13,297,456",1,3,7
2016255,2016-09-18,"13,491,108",3,3,5
2016254,2016-09-17,"12,994,618",6,5,2
2016253,2016-09-16,"13,202,904",6,9,1
2016252,2016-09-15,"11,684,070",4,5,9
2016251,2016-09-14,"13,181,482",3,0,6
2016250,2016-09-13,"13,322,336",1,6,2
2016249,2016-09-12,"12,529,540",9,7,3
2016248,2016-09-11,"12,144,394",7,2,7
2016247,2016-09-10,"13,406,526",8,8,2
2016246,2016-09-09,"13,968,722",7,8,2
2016245,2016-09-08,"13,757,776",3,8,9
2016244,2016-09-07,"13,720,604",1,5,3
2016243,2016-09-06,"13,241,590",4,1,6
2016242,2016-09-05,"13,213,054",7,5,2
2016241,2016-09-04,"12,652,100",3,2,0
2016240,2016-09-03,"12,554,958",6,3,9
2016239,2016-09-02,"13,768,292",5,8,5
2016238,2016-09-01,"13,441,044",5,4,3
2016237,2016-08-31,"13,358,820",2,8,4
2016236,2016-08-30,"13,047,026",2,6,3
2016235,2016-08-29,"12,934,676",4,5,0
2016234,2016-08-28,"12,185,494",9,7,6
2016233,2016-08-27,"12,133,242",5,6,8
2016232,2016-08-26,"13,046,408",9,1,6
2016231,2016-08-25,"12,292,362",2,8,5
2016230,2016-08-24,"12,488,028",5,6,6
2016229,2016-08-23,"12,500,168",0,4,2
2016228,2016-08-22,"12,573,076",8,6,5
2016227,2016-08-21,"11,616,006",3,9,7
2016226,2016-08-20,"11,728,064",0,1,6
2016225,2016-08-19,"12,917,118",6,3,6
2016224,2016-08-18,"12,779,910",6,5,6
2016223,2016-08-17,"12,842,650",0,6,3
2016222,2016-08-16,"12,401,632",4,2,5
2016221,2016-08-15,"12,638,012",6,1,2
2016220,2016-08-14,"12,117,908",0,7,3
2016219,2016-08-13,"11,813,146",0,4,7
2016218,2016-08-12,"12,958,008",9,0,0
2016217,2016-08-11,"12,565,870",4,4,9
2016216,2016-08-10,"12,058,932",3,9,8
2016215,2016-08-09,"12,503,360",7,8,7
2016214,2016-08-08,"12,818,382",7,0,9
2016213,2016-08-07,"12,222,772",6,5,8
2016212,2016-08-06,"12,338,080",6,9,3
2016211,2016-08-05,"13,441,990",4,6,3
2016210,2016-08-04,"12,444,658",3,0,5
2016209,2016-08-03,"13,158,030",2,9,9
2016208,2016-08-02,"12,617,062",2,8,4
2016207,2016-08-01,"12,241,564",7,7,5
2016206,2016-07-31,"12,323,000",7,8,8
2016205,2016-07-30,"12,198,620",4,3,5
2016204,2016-07-29,"13,084,308",2,4,4
2016203,2016-07-28,"13,273,332",0,4,4
2016202,2016-07-27,"13,031,946",5,8,4
2016201,2016-07-26,"12,750,106",3,7,4
2016200,2016-07-25,"12,870,478",5,8,3
2016199,2016-07-24,"12,251,896",5,1,0
